"Date","Time","Open","High","Low","Close","Vol","OI"
08/21/2014,15:00,51.30,51.76,50.65,50.87,14596205,0
08/22/2014,15:00,50.91,51.39,50.52,51.36,14184795,0
08/25/2014,15:00,51.72,52.74,51.64,52.51,21590265,0
08/26/2014,15:00,53.00,53.10,52.33,52.35,19112860,0
08/27/2014,15:00,52.70,52.85,52.06,52.65,14952660,0
08/28/2014,15:00,52.38,52.90,52.33,52.77,14273685,0
08/29/2014,15:00,53.81,54.40,53.50,53.94,32269790,0
09/02/2014,15:00,55.10,56.98,54.86,56.82,49261755,0
09/03/2014,15:00,57.53,57.60,56.02,56.24,33898675,0
09/04/2014,15:00,56.80,58.28,56.08,57.21,41708745,0
09/05/2014,15:00,56.51,56.58,54.50,55.48,55880835,0
09/08/2014,15:00,55.52,56.98,55.50,56.42,27525200,0
09/09/2014,15:00,56.60,57.10,55.40,55.70,22839790,0
09/10/2014,15:00,55.90,56.28,54.73,56.22,18929940,0
09/11/2014,15:00,56.09,56.96,55.73,56.06,18842920,0
09/12/2014,15:00,56.10,56.48,55.40,55.84,16641510,0
09/15/2014,15:00,54.87,54.88,49.83,50.77,82324760,0
09/16/2014,15:00,51.03,52.49,50.48,52.15,41519860,0
09/17/2014,15:00,52.48,52.94,51.90,52.28,25899615,0
09/18/2014,15:00,52.67,53.12,52.46,52.76,18496570,0
09/19/2014,15:00,51.60,52.29,51.05,51.86,34058570,0
09/22/2014,15:00,51.00,51.20,48.94,50.01,41114815,0
09/23/2014,15:00,49.14,50.76,49.00,50.08,28300240,0
09/24/2014,15:00,50.22,50.57,49.41,50.43,18771880,0
09/25/2014,15:00,50.50,50.99,49.22,49.39,24218560,0
09/26/2014,15:00,49.65,49.95,49.21,49.32,18994205,0
09/29/2014,15:00,48.80,49.73,48.28,49.05,24273435,0
09/30/2014,15:00,49.38,49.53,48.02,48.54,21240635,0
10/01/2014,15:00,48.44,48.53,47.13,48.05,29732550,0
10/02/2014,15:00,50.04,50.56,49.07,50.28,45010005,0
10/03/2014,15:00,50.61,51.30,50.21,51.04,27043325,0
10/06/2014,15:00,51.83,52.50,51.56,52.12,38595275,0
10/07/2014,15:00,51.62,52.29,51.15,51.91,22457845,0
10/08/2014,15:00,52.02,52.58,50.53,51.86,25313075,0
10/09/2014,15:00,52.44,53.11,50.88,51.40,36806580,0
10/10/2014,15:00,48.93,49.18,47.04,47.38,64491375,0
10/13/2014,15:00,47.72,47.79,44.20,44.92,56382760,0
10/14/2014,15:00,45.65,46.49,44.60,45.41,35561695,0
10/15/2014,15:00,44.00,46.20,43.46,45.94,45758240,0
10/16/2014,15:00,43.94,45.98,43.82,45.27,27022825,0
10/17/2014,15:00,46.68,46.95,45.31,45.50,52759250,0
10/20/2014,15:00,45.34,46.48,45.10,46.09,17498430,0
10/21/2014,15:00,46.85,47.08,46.16,47.07,20651725,0
10/22/2014,15:00,46.64,47.48,46.11,46.22,20616985,0
10/23/2014,15:00,46.93,47.26,46.40,47.06,17499410,0
10/24/2014,15:00,47.25,47.56,46.24,47.05,17334635,0
10/27/2014,15:00,46.85,46.92,44.06,44.33,47766740,0
10/28/2014,15:00,45.92,48.92,45.65,48.55,52581485,0
10/29/2014,15:00,48.23,48.30,47.13,47.62,24838200,0
10/30/2014,15:00,47.63,48.10,47.01,47.73,16141855,0
10/31/2014,15:00,48.50,48.62,47.75,48.34,18876635,0
11/03/2014,15:00,48.60,49.51,48.26,48.52,21036340,0
11/04/2014,15:00,48.10,48.47,47.31,47.79,18412860,0
11/05/2014,15:00,48.23,48.27,46.11,46.19,45229625,0
11/06/2014,15:00,46.90,49.34,45.70,48.24,76773585,0
11/07/2014,15:00,48.44,48.57,47.44,48.04,25805115,0
11/10/2014,15:00,47.82,48.58,47.36,48.39,22886040,0
11/11/2014,15:00,48.49,50.36,48.40,50.22,39762825,0
11/12/2014,15:00,49.94,50.47,49.12,49.82,29354090,0
11/13/2014,15:00,50.12,51.15,50.05,50.34,31180180,0
11/14/2014,15:00,50.00,51.77,49.70,51.74,30505725,0
11/17/2014,15:00,51.50,51.80,50.40,50.80,20128475,0
11/18/2014,15:00,51.17,52.00,51.10,51.54,22371470,0
11/19/2014,15:00,50.12,50.38,49.12,49.55,39592430,0
11/20/2014,15:00,49.59,50.19,49.20,49.74,17936100,0
11/21/2014,15:00,50.44,50.56,48.43,48.56,37425295,0
11/24/2014,15:00,49.04,49.52,48.13,49.34,23948540,0
11/25/2014,15:00,49.47,49.94,49.22,49.62,15799020,0
11/26/2014,15:00,49.67,49.80,49.32,49.69,9909095,0
11/28/2014,15:00,49.07,49.34,48.50,48.90,10543625,0
12/01/2014,15:00,48.23,48.49,45.80,46.33,43096755,0
12/02/2014,15:00,46.91,46.98,45.60,46.29,29435230,0
12/03/2014,15:00,45.25,45.94,45.10,45.86,26538665,0
12/04/2014,15:00,45.72,46.18,45.56,45.66,19396040,0
12/05/2014,15:00,45.73,45.88,44.45,44.74,30318095,0
12/08/2014,15:00,44.31,44.97,42.47,42.87,46128095,0
12/09/2014,15:00,41.84,43.55,40.85,43.38,47157510,0
12/10/2014,15:00,42.83,43.35,41.54,41.97,36570695,0
12/11/2014,15:00,42.11,43.09,41.65,41.78,33471990,0
12/12/2014,15:00,40.96,42.34,40.90,41.40,35868910,0
12/15/2014,15:00,41.86,41.96,40.53,40.81,26091260,0
12/16/2014,15:00,40.18,40.74,39.07,39.56,42130525,0
12/17/2014,15:00,38.61,41.33,38.53,41.16,36839170,0
12/18/2014,15:00,42.44,43.69,42.36,43.65,37416745,0
12/19/2014,15:00,44.04,44.08,42.90,43.86,34552305,0
12/22/2014,15:00,44.00,44.81,43.65,44.52,24034585,0
12/23/2014,15:00,44.76,44.86,43.90,44.19,22566605,0
12/24/2014,15:00,43.95,44.50,43.85,44.45,6762780,0
12/26/2014,15:00,44.30,45.70,44.30,45.56,16635080,0
12/29/2014,15:00,45.38,45.58,44.80,45.14,14059140,0
12/30/2014,15:00,44.80,45.13,44.28,44.45,14516210,0
12/31/2014,15:00,44.62,45.14,44.45,44.48,12010485,0
01/02/2015,15:00,44.57,44.65,42.65,43.86,23822215,0
01/05/2015,15:00,42.91,43.30,41.43,42.02,26842385,0
01/06/2015,15:00,42.01,42.84,40.84,42.26,31309680,0
01/07/2015,15:00,42.67,42.96,41.96,42.19,14841950,0
01/08/2015,15:00,42.56,42.76,42.00,42.12,17212545,0
01/09/2015,15:00,41.78,42.00,40.99,41.33,23341475,0
01/12/2015,15:00,40.68,40.89,39.85,40.44,29751400,0
01/13/2015,15:00,40.66,41.52,40.18,40.85,22386600,0
01/14/2015,15:00,37.17,39.04,37.00,38.54,57759275,0
01/15/2015,15:00,38.90,39.15,38.00,38.37,26082620,0
01/16/2015,15:00,38.14,38.90,37.93,38.61,18015790,0
01/20/2015,15:00,38.77,38.82,37.41,38.39,22515910,0
01/21/2015,15:00,37.91,39.74,37.90,39.31,20765215,0
01/22/2015,15:00,39.40,40.65,39.04,40.32,20584525,0
01/23/2015,15:00,40.00,40.70,39.67,40.26,17211855,0
01/26/2015,15:00,40.37,41.72,40.21,41.31,16172610,0
01/27/2015,15:00,40.88,41.61,40.66,41.20,13905120,0
01/28/2015,15:00,41.22,41.27,39.68,39.87,15748030,0
01/29/2015,15:00,40.22,41.20,39.30,41.04,17740530,0
01/30/2015,15:00,40.79,41.49,40.60,40.72,15034795,0
02/02/2015,15:00,40.79,42.39,40.66,42.19,20745930,0
02/03/2015,15:00,42.64,44.07,42.25,43.67,24131220,0
02/04/2015,15:00,43.66,44.30,43.36,43.71,16526885,0
02/05/2015,15:00,43.98,45.10,43.93,44.20,17614735,0
02/06/2015,15:00,44.40,44.68,43.30,43.47,16219655,0
02/09/2015,15:00,43.08,43.59,42.40,43.50,17362115,0
02/10/2015,15:00,43.51,44.10,43.00,43.26,26952710,0
02/11/2015,15:00,42.44,42.95,41.46,42.56,48845510,0
02/12/2015,15:00,38.71,40.62,38.66,40.58,78248035,0
02/13/2015,15:00,40.58,41.20,40.18,40.75,30955015,0
02/17/2015,15:00,41.14,41.14,40.30,40.87,19898235,0
02/18/2015,15:00,40.83,41.23,40.52,40.89,13567990,0
02/19/2015,15:00,41.00,42.49,40.75,42.34,25770740,0
02/20/2015,15:00,42.16,43.52,41.96,43.42,29910445,0
02/23/2015,15:00,43.00,43.64,41.27,41.47,42498875,0
02/24/2015,15:00,41.46,41.46,40.34,40.82,33017800,0
02/25/2015,15:00,40.99,41.43,40.52,40.75,19547600,0
02/26/2015,15:00,40.80,42.22,40.44,41.44,32364275,0
02/27/2015,15:00,41.38,41.71,40.56,40.67,19410420,0
03/02/2015,15:00,40.54,40.67,39.17,39.47,39610325,0
03/03/2015,15:00,39.36,40.05,39.06,39.91,22161645,0
03/04/2015,15:00,39.85,40.50,39.44,40.49,21109810,0
03/05/2015,15:00,40.57,41.24,40.03,40.13,24385075,0
03/06/2015,15:00,39.84,40.15,38.43,38.78,33562190,0
03/09/2015,15:00,38.88,38.90,37.65,38.18,33683620,0
03/10/2015,15:00,37.69,38.70,37.52,38.06,27898455,0
03/11/2015,15:00,38.23,39.24,38.20,38.75,24874355,0
03/12/2015,15:00,38.75,38.89,37.95,38.21,20746470,0
03/13/2015,15:00,37.79,38.35,37.46,37.74,27171490,0
03/16/2015,15:00,38.40,39.18,37.96,39.14,28143915,0
03/17/2015,15:00,39.09,39.74,38.79,38.95,24470260,0
03/18/2015,15:00,38.99,40.18,38.62,40.14,24104680,0
03/19/2015,15:00,40.40,40.92,38.91,39.13,42376220,0
03/20/2015,15:00,39.49,39.80,39.12,39.62,21347335,0
03/23/2015,15:00,39.70,40.10,39.49,39.93,13158130,0
03/24/2015,15:00,40.32,40.76,39.95,40.34,18249300,0
03/25/2015,15:00,39.65,39.72,38.54,38.86,28651945,0
03/26/2015,15:00,38.78,38.96,37.94,38.08,20639780,0
03/27/2015,15:00,37.81,37.86,36.28,37.00,43024735,0
03/30/2015,15:00,37.17,38.45,36.36,38.11,50447580,0
03/31/2015,15:00,38.71,38.75,37.68,37.75,25132845,0
04/01/2015,15:00,37.74,38.46,37.21,37.52,18973105,0
04/02/2015,15:00,38.05,38.65,38.00,38.20,25051840,0
04/06/2015,15:00,39.60,41.55,39.50,40.62,62279055,0
04/07/2015,15:00,40.50,41.01,40.23,40.65,21739320,0
04/08/2015,15:00,41.64,42.18,41.17,41.53,31515585,0
04/09/2015,15:00,41.69,42.07,41.22,42.02,19001125,0
04/10/2015,15:00,41.97,42.33,41.80,42.18,20338380,0
04/13/2015,15:00,42.09,42.60,41.81,41.96,18791150,0
04/14/2015,15:00,41.71,41.90,41.10,41.49,15129815,0
04/15/2015,15:00,41.49,41.92,41.32,41.57,9761890,0
04/16/2015,15:00,41.54,41.83,41.26,41.34,8295295,0
04/17/2015,15:00,41.00,41.38,40.70,41.36,12349630,0
04/20/2015,15:00,41.36,41.57,40.77,41.05,12796255,0
04/21/2015,15:00,41.16,42.15,40.86,41.88,17162705,0
04/22/2015,15:00,42.50,44.38,42.34,43.89,39315185,0
04/23/2015,15:00,43.65,44.30,43.43,43.72,22055920,0
04/24/2015,15:00,44.10,44.16,43.60,43.69,12139215,0
04/27/2015,15:00,44.51,47.75,44.40,46.31,58363135,0
04/28/2015,15:00,46.95,47.10,45.61,46.10,30426895,0
04/29/2015,15:00,46.01,46.99,45.53,46.49,19680385,0
04/30/2015,15:00,46.08,46.58,45.03,45.21,19559285,0
05/01/2015,15:00,45.99,46.35,44.08,45.21,26408445,0
05/04/2015,15:00,45.64,46.95,45.42,46.10,22172980,0
05/05/2015,15:00,47.55,47.90,45.83,46.59,28984365,0
05/06/2015,15:00,46.82,46.89,45.64,46.09,26354665,0
05/07/2015,15:00,44.20,47.50,44.05,47.36,47279545,0
05/08/2015,15:00,47.20,47.68,46.74,47.32,23341180,0
05/11/2015,15:00,47.26,48.58,47.06,47.90,28361310,0
05/12/2015,15:00,48.02,49.27,47.64,48.95,31817145,0
05/13/2015,15:00,49.52,49.66,48.45,48.64,27200825,0
05/14/2015,15:00,48.96,48.98,48.25,48.82,14479680,0
05/15/2015,15:00,48.79,49.88,48.50,49.77,22637815,0
05/18/2015,15:00,49.40,49.98,49.20,49.75,16766060,0
05/19/2015,15:00,49.69,50.20,49.23,49.43,18371155,0
05/20/2015,15:00,49.43,49.55,48.27,48.87,18777845,0
05/21/2015,15:00,48.61,49.32,48.47,49.12,9853215,0
05/22/2015,15:00,49.08,49.72,49.00,49.55,11115445,0
05/26/2015,15:00,49.54,50.40,49.30,49.49,17493410,0
05/27/2015,15:00,49.70,49.90,49.11,49.49,17041000,0
05/28/2015,15:00,49.41,50.36,49.01,50.29,18236415,0
05/29/2015,15:00,50.20,50.57,49.89,50.16,18946415,0
06/01/2015,15:00,50.28,50.32,49.49,49.89,12525285,0
06/02/2015,15:00,49.78,49.88,49.26,49.67,10674045,0
06/03/2015,15:00,49.64,50.14,49.40,49.80,8907525,0
06/04/2015,15:00,49.50,49.86,49.14,49.18,12268075,0
06/05/2015,15:00,49.23,49.94,49.14,49.83,15110130,0
06/08/2015,15:00,50.17,51.75,50.06,51.26,25084985,0
06/09/2015,15:00,51.08,51.55,50.83,51.20,13055730,0
06/10/2015,15:00,50.38,50.80,49.70,50.14,17272265,0
06/11/2015,15:00,50.65,50.87,50.09,50.28,10220290,0
06/12/2015,15:00,50.04,50.69,50.04,50.14,7111675,0
06/15/2015,15:00,49.94,50.26,49.20,50.08,10930875,0
06/16/2015,15:00,50.03,50.69,49.82,50.62,9923390,0
06/17/2015,15:00,50.43,52.87,50.40,52.08,27564600,0
06/18/2015,15:00,52.40,52.69,52.00,52.38,13913515,0
06/19/2015,15:00,52.48,52.76,52.02,52.50,12315065,0
06/22/2015,15:00,52.43,52.88,51.14,51.96,22805395,0
06/23/2015,15:00,52.06,53.60,51.71,53.53,19354090,0
06/24/2015,15:00,53.40,53.47,52.74,53.03,12061465,0
06/25/2015,15:00,53.29,54.28,53.05,53.76,14246020,0
06/26/2015,15:00,53.82,53.82,53.20,53.42,19192170,0
06/29/2015,15:00,52.39,53.19,52.14,52.40,17394545,0
06/30/2015,15:00,52.96,54.18,52.80,53.65,15434675,0
07/01/2015,15:00,54.22,54.52,53.57,53.83,10506120,0
07/02/2015,15:00,56.04,56.49,54.66,56.00,35819650,0
07/06/2015,15:00,55.78,56.34,55.26,55.94,20609665,0
07/07/2015,15:00,55.00,55.04,52.15,53.58,30525630,0
07/08/2015,15:00,51.86,52.16,50.86,50.99,31105385,0
07/09/2015,15:00,51.82,52.59,51.36,51.58,16670385,0
07/10/2015,15:00,52.44,52.60,51.56,51.83,13054290,0
07/13/2015,15:00,52.45,52.51,51.21,52.43,14801595,0
07/14/2015,15:00,52.42,53.20,52.10,53.13,9538205,0
07/15/2015,15:00,53.35,53.50,52.42,52.63,10108105,0
07/16/2015,15:00,52.84,53.44,52.63,53.34,8079805,0
07/17/2015,15:00,54.50,55.11,53.65,54.93,25020495,0
07/20/2015,15:00,55.00,57.33,54.51,56.45,24892270,0
07/21/2015,15:00,54.01,54.70,53.31,53.35,30543430,0
07/22/2015,15:00,52.25,53.89,52.17,53.57,15524800,0
07/23/2015,15:00,53.93,53.98,53.05,53.44,11136195,0
07/24/2015,15:00,53.48,54.22,52.78,53.08,14182490,0
07/27/2015,15:00,52.49,52.89,50.16,50.60,23470960,0
07/28/2015,15:00,51.15,53.08,50.37,52.96,19479040,0
07/29/2015,15:00,52.85,53.58,52.40,52.76,13950475,0
07/30/2015,15:00,52.54,53.39,52.42,53.36,10172800,0
07/31/2015,15:00,53.52,53.87,53.02,53.23,11112760,0
08/03/2015,15:00,53.26,53.34,51.41,52.00,12767370,0
08/04/2015,15:00,52.00,53.34,51.67,53.26,11762650,0
08/05/2015,15:00,52.72,54.20,52.08,54.03,31071595,0
08/06/2015,15:00,49.91,51.00,47.22,49.23,73118770,0
08/07/2015,15:00,48.72,48.75,47.68,48.50,25366950,0
08/10/2015,15:00,47.63,48.59,47.21,48.23,20929300,0
08/11/2015,15:00,47.43,47.86,46.89,47.47,21324695,0
08/12/2015,15:00,46.88,47.95,46.55,47.63,18695785,0
08/13/2015,15:00,47.97,49.30,47.82,48.50,23445910,0
08/14/2015,15:00,49.45,49.59,48.35,48.63,21824050,0
08/17/2015,15:00,51.11,51.32,50.10,51.00,35883450,0
08/18/2015,15:00,51.13,52.19,50.71,52.14,20975175,0
08/19/2015,15:00,52.07,52.13,51.00,51.05,18021410,0
08/20/2015,15:00,50.41,50.91,48.38,48.44,24528785,0
08/21/2015,15:00,47.20,48.76,46.10,46.15,32951170,0
08/24/2015,15:00,40.56,46.28,39.00,43.77,47907925,0
08/25/2015,15:00,46.04,46.18,43.82,44.01,21636470,0
08/26/2015,15:00,45.59,45.60,43.10,44.97,24815210,0
08/27/2015,15:00,46.25,48.95,46.16,48.60,38279795,0
08/28/2015,15:00,48.37,50.29,48.31,49.70,27568365,0
08/31/2015,15:00,49.12,50.99,49.10,49.81,23501160,0
09/01/2015,15:00,48.07,49.20,47.39,47.73,27273825,0
09/02/2015,15:00,49.06,49.58,47.96,49.54,23145870,0
09/03/2015,15:00,50.41,50.42,49.00,49.11,20973860,0
09/04/2015,15:00,48.18,48.82,47.64,48.39,18445765,0
09/08/2015,15:00,49.01,49.83,48.81,49.63,15691155,0
09/09/2015,15:00,50.41,50.85,49.66,49.78,16953940,0
09/10/2015,15:00,49.45,50.14,49.07,49.70,13545120,0
09/11/2015,15:00,49.53,50.05,48.95,50.05,11754220,0
09/14/2015,15:00,50.22,50.85,49.93,50.64,14454255,0
09/15/2015,15:00,50.55,50.92,49.90,50.71,14667330,0
09/16/2015,15:00,50.61,52.58,50.58,52.45,22085405,0
09/17/2015,15:00,52.79,53.10,52.14,52.41,17929060,0
09/18/2015,15:00,51.59,52.76,51.50,52.12,18815320,0
09/21/2015,15:00,52.80,54.31,51.16,52.84,30600775,0
09/22/2015,15:00,51.81,52.53,51.17,52.19,18321765,0
09/23/2015,15:00,52.39,52.42,51.52,52.21,13003890,0
09/24/2015,15:00,51.91,52.69,51.24,52.62,17240955,0
09/25/2015,15:00,53.32,53.38,51.23,51.38,18866960,0
09/28/2015,15:00,51.47,51.96,49.32,49.69,24505285,0
09/29/2015,15:00,50.09,50.95,49.09,49.33,18515770,0
09/30/2015,15:00,50.40,50.48,48.47,49.68,24647910,0
10/01/2015,15:00,49.50,49.70,47.43,47.98,22864820,0
10/02/2015,15:00,47.10,49.54,46.99,49.51,22119910,0
10/05/2015,15:00,49.77,49.97,48.83,49.23,18449325,0
10/06/2015,15:00,48.00,48.61,47.12,48.29,26179485,0
10/07/2015,15:00,47.33,47.54,45.82,46.39,34069795,0
10/08/2015,15:00,46.02,46.14,44.26,45.34,30666080,0
10/09/2015,15:00,44.19,44.87,43.67,44.14,30791850,0
10/12/2015,15:00,44.60,44.60,43.05,43.12,19181515,0
10/13/2015,15:00,42.66,44.50,42.23,43.85,25857675,0
10/14/2015,15:00,44.13,44.19,43.09,43.38,15522230,0
10/15/2015,15:00,43.29,44.35,42.74,44.26,14221165,0
10/16/2015,15:00,44.61,46.10,44.57,45.40,21672465,0
10/19/2015,15:00,45.30,46.23,44.99,45.62,12539475,0
10/20/2015,15:00,45.54,45.72,40.40,42.61,74500235,0
10/21/2015,15:00,42.40,42.96,41.76,42.02,20917355,0
10/22/2015,15:00,42.31,43.15,41.88,42.34,14125795,0
10/23/2015,15:00,43.00,43.07,41.54,41.82,21177310,0
10/26/2015,15:00,42.28,43.18,42.00,43.05,16957190,0
10/27/2015,15:00,42.94,43.42,41.50,42.07,17597245,0
10/28/2015,15:00,42.26,42.69,41.66,42.59,13642965,0
10/29/2015,15:00,42.35,42.75,42.13,42.33,9025160,0
10/30/2015,15:00,42.08,42.33,40.78,41.39,22194505,0
11/02/2015,15:00,41.78,43.16,41.44,42.76,19639720,0
11/03/2015,15:00,42.77,42.89,41.55,41.67,41662430,0
11/04/2015,15:00,45.40,46.55,45.04,46.33,63631830,0
11/05/2015,15:00,46.12,46.92,45.84,46.35,22484215,0
11/06/2015,15:00,46.10,46.67,45.90,46.47,12226465,0
11/09/2015,15:00,46.50,46.60,44.86,45.07,19254300,0
11/10/2015,15:00,44.65,44.74,43.22,43.30,23085035,0
11/11/2015,15:00,43.55,43.90,42.73,43.82,16739030,0
11/12/2015,15:00,43.57,43.80,42.53,42.59,14579500,0
11/13/2015,15:00,42.59,42.60,41.30,41.44,17151635,0
11/16/2015,15:00,41.22,43.00,41.16,42.86,14626975,0
11/17/2015,15:00,43.04,43.20,42.28,42.80,10743395,0
11/18/2015,15:00,42.90,44.28,42.50,44.21,14059500,0
11/19/2015,15:00,44.11,45.24,44.06,44.36,12521875,0
11/20/2015,15:00,44.70,45.00,42.72,44.00,22003610,0
11/23/2015,15:00,43.47,43.84,42.94,43.55,12630995,0
11/24/2015,15:00,43.07,44.20,43.00,43.65,12401465,0
11/25/2015,15:00,44.30,46.17,44.08,45.93,19953895,0
11/27/2015,15:00,46.21,46.45,45.40,46.32,9746765,0
11/30/2015,15:00,46.36,46.86,45.82,46.05,13299065,0
12/01/2015,15:00,46.21,47.60,46.21,47.44,18669775,0
12/02/2015,15:00,47.40,47.72,46.25,46.40,14907340,0
12/03/2015,15:00,47.10,47.49,46.00,46.54,14697820,0
12/04/2015,15:00,46.49,46.65,45.53,46.08,12868015,0
12/07/2015,15:00,45.70,47.13,45.23,46.23,15721115,0
12/08/2015,15:00,45.50,45.76,44.84,45.34,13438180,0
12/09/2015,15:00,45.34,45.50,44.14,44.90,15288765,0
12/10/2015,15:00,44.94,45.70,44.73,45.41,10358460,0
12/11/2015,15:00,45.05,45.15,43.33,43.40,16343630,0
12/14/2015,15:00,43.50,44.18,42.97,43.72,14157590,0
12/15/2015,15:00,44.36,44.44,43.60,44.22,11222120,0
12/16/2015,15:00,44.42,46.98,44.15,46.90,25521705,0
12/17/2015,15:00,46.79,47.55,45.96,46.68,16493190,0
12/18/2015,15:00,46.58,47.18,45.86,46.09,15070850,0
12/21/2015,15:00,46.34,47.17,46.22,46.51,9765870,0
12/22/2015,15:00,47.00,47.31,45.93,45.99,9807475,0
12/23/2015,15:00,46.44,46.69,45.63,45.94,7774895,0
12/24/2015,15:00,46.11,46.38,45.66,46.11,3551385,0
12/28/2015,15:00,46.30,46.40,45.11,45.79,9506520,0
12/29/2015,15:00,46.01,47.54,45.91,47.44,12031450,0
12/30/2015,15:00,47.32,48.73,47.13,47.62,18489605,0
12/31/2015,15:00,47.70,48.69,47.67,48.00,13575190,0
01/04/2016,15:00,46.14,46.28,43.80,44.68,34135730,0
01/05/2016,15:00,45.27,45.38,44.00,44.69,15933760,0
01/06/2016,15:00,44.00,44.01,43.20,43.81,18895640,0
01/07/2016,15:00,42.84,43.69,42.73,43.13,17771255,0
01/08/2016,15:00,43.57,44.09,42.15,42.20,18140290,0
01/11/2016,15:00,42.80,42.89,40.60,41.57,20457110,0
01/12/2016,15:00,42.32,42.75,41.06,41.99,15459585,0
01/13/2016,15:00,42.40,42.53,40.00,40.06,20632080,0
01/14/2016,15:00,40.44,42.00,38.68,41.24,32453705,0
01/15/2016,15:00,39.79,41.01,39.45,41.00,27893200,0
01/19/2016,15:00,41.74,42.09,40.16,40.94,20193380,0
01/20/2016,15:00,39.88,40.26,38.25,39.74,29193040,0
01/21/2016,15:00,40.31,40.65,39.00,39.99,15830795,0
01/22/2016,15:00,40.96,41.10,39.81,40.51,15620275,0
01/25/2016,15:00,40.01,40.71,39.18,39.28,13493695,0
01/26/2016,15:00,39.40,39.56,37.78,38.71,24820900,0
01/27/2016,15:00,38.48,38.65,37.15,37.61,18086105,0
01/28/2016,15:00,38.16,38.26,36.48,37.94,22963770,0
01/29/2016,15:00,37.99,38.75,37.62,38.24,14261445,0
02/01/2016,15:00,37.75,39.90,36.55,39.39,26488195,0
02/02/2016,15:00,38.48,38.62,36.05,36.56,28868185,0
02/03/2016,15:00,36.72,36.79,34.04,34.70,39656810,0
02/04/2016,15:00,34.14,35.20,33.40,35.07,21926830,0
02/05/2016,15:00,34.26,34.60,31.55,32.52,47187955,0
02/08/2016,15:00,31.42,31.43,29.20,29.60,46564940,0
02/09/2016,15:00,28.46,31.96,28.21,29.65,43258240,0
02/10/2016,15:00,30.10,30.99,28.35,28.73,52032565,0
02/11/2016,15:00,30.40,32.65,29.40,30.09,71261820,0
02/12/2016,15:00,31.00,31.40,28.74,30.21,36178915,0
02/16/2016,15:00,31.74,32.59,30.82,31.03,27968970,0
02/17/2016,15:00,31.80,33.87,31.34,33.74,29125795,0
02/18/2016,15:00,34.48,34.59,32.95,33.35,19437870,0
02/19/2016,15:00,32.73,33.50,32.50,33.32,14796950,0
02/22/2016,15:00,34.02,35.78,33.97,35.55,25300255,0
02/23/2016,15:00,35.23,36.35,34.74,35.44,29921870,0
02/24/2016,15:00,34.55,35.90,33.57,35.80,26978045,0
02/25/2016,15:00,35.76,37.70,35.04,37.49,28753705,0
02/26/2016,15:00,37.74,38.40,37.00,38.07,30325585,0
02/29/2016,15:00,38.48,39.27,37.84,38.39,22494985,0
03/01/2016,15:00,38.85,39.19,36.54,37.27,33560795,0
03/02/2016,15:00,36.75,37.70,36.30,37.67,24311980,0
03/03/2016,15:00,37.66,39.48,36.84,39.15,24145090,0
03/04/2016,15:00,39.60,40.81,39.50,40.21,32445290,0
03/07/2016,15:00,39.54,41.94,39.48,41.06,26685360,0
03/08/2016,15:00,40.70,41.50,40.44,40.52,20893465,0
03/09/2016,15:00,40.90,41.87,40.56,41.74,16042770,0
03/10/2016,15:00,42.00,42.66,40.13,41.04,25962615,0
03/11/2016,15:00,41.49,41.88,41.07,41.50,16715385,0
03/14/2016,15:00,42.53,43.34,42.13,43.03,20328530,0
03/15/2016,15:00,42.85,43.79,42.30,43.67,15902260,0
03/16/2016,15:00,43.60,44.52,43.40,44.39,17583515,0
03/17/2016,15:00,44.29,45.70,44.00,45.28,18914455,0
03/18/2016,15:00,45.82,46.90,45.61,46.55,23558965,0
03/21/2016,15:00,47.07,47.98,47.00,47.66,26539110,0
03/22/2016,15:00,47.50,47.80,46.51,46.85,21579940,0
03/23/2016,15:00,46.47,46.95,44.41,44.52,24744205,0
03/24/2016,15:00,43.16,45.78,43.00,45.55,24804500,0
03/28/2016,15:00,46.32,46.96,45.00,46.05,19628425,0
03/29/2016,15:00,45.98,46.48,45.07,46.03,20071650,0
03/30/2016,15:00,47.02,47.10,45.30,45.38,20164910,0
03/31/2016,15:00,45.87,47.48,45.00,45.95,40064360,0
04/01/2016,15:00,48.97,49.58,46.65,47.52,79987545,0
04/04/2016,15:00,49.82,50.42,48.73,49.40,67376635,0
04/05/2016,15:00,48.10,51.31,48.00,51.09,49743495,0
04/06/2016,15:00,50.79,53.55,50.69,53.08,58527395,0
04/07/2016,15:00,53.29,53.87,50.90,51.44,44280855,0
04/08/2016,15:00,52.10,52.16,49.60,50.01,36819675,0
04/11/2016,15:00,50.20,51.80,49.06,49.98,45808465,0
04/12/2016,15:00,49.90,50.36,48.73,49.56,28816040,0
04/13/2016,15:00,49.70,51.10,49.47,50.91,24627975,0
04/14/2016,15:00,50.60,51.37,50.21,50.37,20660925,0
04/15/2016,15:00,50.26,50.92,49.82,50.90,18761830,0
04/18/2016,15:00,50.45,51.66,50.33,50.78,21356810,0
04/19/2016,15:00,50.62,50.87,48.25,49.47,31787630,0
04/20/2016,15:00,49.25,50.73,48.30,49.99,25970255,0
04/21/2016,15:00,49.80,50.18,49.38,49.66,13915295,0
04/22/2016,15:00,49.78,50.80,49.14,50.75,18931635,0
04/25/2016,15:00,50.60,51.48,50.15,50.36,18351740,0
04/26/2016,15:00,50.41,51.15,49.88,50.75,16119195,0
